coordinates
com.walmartlabs.concord.plugins.basic:docker-tasks:1.72.0
com.blazebit:blaze-persistence-examples-quarkus-testsuite-native:1.5.0
com.google.apis:google-api-services-bigquery:v2-rev20200916-1.30.10
nl.vpro.shared:vpro-shared-resteasy:2.15.0
io.shiftleft:overflowdb-tinkerpop3:1.25
org.radarbase:radar-jersey:0.5.0
com.amazonaws:aws-java-sdk-wafv2:1.11.898
au.csiro:elk-protege:0.5.0
com.amazonaws:aws-java-sdk-connect:1.11.872
org.apereo.cas:cas-server-core-audit:5.1.0-RC4
org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.throttling.siddhi.extension.feature:6.8.176
software.amazon.awssdk:applicationinsights:2.15.29
com.google.api.grpc:proto-google-cloud-bigquerydatatransfer-v1:0.90.2
com.datorama.oss:timbermill-client:2.2.12
com.pythian.opentsdb:asyncbigtable:0.1.0
com.yahoo.elide:elide-datastore-hibernate:3.0.4
com.spotify:apollo-entity:1.17.2
io.swaydb:zio_2.12:0.16.2
org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.registry.cache.stub:9.0.38
com.github.calimero:calimero-testnetwork:2.5-M1
za.co.absa.enceladus:migrations:2.16.0
software.amazon.awssdk:workmail:2.15.68
it.czerwinski:kotlin-util-linuxarm64:1.4.30
org.typelevel:munit-cats-effect_2.12:0.4-2bd5d3d
org.eclipse.dirigible:dirigible-api-facade-etcd:5.8.3
com.liferay:com.liferay.fragment.renderer.react.impl:1.0.0
org.wso2.analytics.solutions:org.wso2.analytics.solutions.sp.http.analytics.widgets.response.code.filter:1.0.55
org.wso2.orbit.org.opensaml:opensaml:2.6.6.wso2v4
com.smartsheet:smartsheet-sdk-java:1.0.0
org.gedcomx:gedcomx-rs-rt-support:2.122.0
io.quarkus:quarkus-smallrye-context-propagation:1.12.0.CR1
co.fs2:fs2-io_2.12:3.0-116-de371a5
net.nemerosa.ontrack:ontrack-extension-support:4.0-alpha.2
com.spotify:elitzur-core_2.12:0.6.3
com.yahoo.vespa:predicate-search-core:7.291.27
com.tencentcloudapi:tencentcloud-sdk-java-tag:3.1.182
net.serenity-bdd:serenity-reports:2.0.7
com.comcast.money:money-core_2.12:0.9.1
org.apache.camel.quarkus:camel-quarkus-milo-deployment:1.4.0
com.amazonaws:aws-java-sdk-servermigration:1.11.881
io.zipkin.reporter2:zipkin-sender-activemq-client:2.16.2
com.yahoo.vespa:config-model:7.329.19
io.openliberty.features:com.ibm.websphere.appserver.sessionStore-1.0.0.Database:21.0.0.3
io.github.vigoo:zio-aws-pricing_2.13:3.16.6.1
org.jbehave:jbehave-distribution:4.2-beta-2
io.github.vigoo:zio-aws-quicksight_2.12:3.15.33.2
org.netbeans.modules:org-netbeans-modules-masterfs-macosx:RELEASE122
org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.throttle.policy.deployer:6.8.99
org.scalikejdbc:scalikejdbc-test_2.9.2:1.7.4
org.openstreetmap.atlas:atlas-generator:5.3.1
com.diffplug.spotless:spotless-lib-extra:2.5.0
com.intel.analytics.bigdl.core.dist:rh5:0.12.1
org.apache.jclouds.api:chef:2.3.0
com.yahoo.vespa:cloud-tenant-base:7.285.54
io.github.harishb2k.easy:resilience:0.0.38
com.cognifide.apm:apm-api:5.0.0
org.openidentityplatform.openam:xss:14.5.3.2
com.tencentcloudapi:tencentcloud-sdk-java-cmq:3.1.195
org.n52.sensorweb-server.sos:sos-hibernate-utils:5.2.6
org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.core:6.8.74
org.wso2.carbon.mediation:org.wso2.carbon.mediator.dblookup.ui:4.7.64
io.github.fslev:cucumber-jutils:6.33.jre8
com.toast.android:toast-dfp:0.0.3-rc0
io.cloudevents:cloudevents-core:2.0.0-milestone4
org.mockito:mockito-scala-cats_2.12:1.16.0
io.floodplain:floodplain-dsl:1.3.10
com.tencentcloudapi:tencentcloud-sdk-java-dts:1.1.11
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.base:5.19.15
com.tencentcloudapi:tencentcloud-sdk-java-cr:3.1.205
it.unibo.tuprolog:ide:0.16.1-dev4u+b2f05e44
io.github.shiruka:parent:2.0.5
com.yahoo.vespa:zookeeper-server-common:7.300.57
org.eclipse.che.multiuser:che-multiuser-permission:7.24.0
com.guicedee.services:commons-csv:1.1.0.2-jre14
org.wildfly.core:wildfly-server:14.0.1.Final
com.amazonaws:aws-java-sdk-glacier:1.11.940
org.onosproject:onos-protocols-snmp-api:2.2.8-b3
org.roaringbitmap:shims:0.9.4
org.sdase.commons:sda-commons-server-auth:2.7.5
org.onosproject:onos-protocols-grpc-utils:2.2.7-b3
org.kie.kogito:kogito-apps-ui-packages:0.16.0
com.jappyframework:jappy-framework:5.7.9
com.github.kxbmap:configs_2.13:0.5.0
io.quarkus:quarkus-container-image-docker-parent:1.11.0.Final
org.elasticsearch:elasticsearch-hadoop-hive:7.11.2
org.apereo.cas:cas-server-support-cosmosdb-core:6.3.0-RC5
org.openidentityplatform.openam:openam-installtools:14.5.4
io.taig:taigless-geo_2.13:0.4.1
io.smallrye:smallrye-opentracing:2.0.0-RC1
com.google.api.grpc:grpc-google-cloud-redis-v1beta1:0.24.0
com.liferay:com.liferay.mail.reader.service:2.1.37
io.servicetalk:servicetalk-buffer-netty:0.38.0
org.ikasan:ikasan-standalone-hibernate-jms-im-maven-plugin:3.1.0
org.eclipse.rdf4j:rdf4j-sail-spin:3.4.2
org.cloudfoundry.multiapps:multiapps-controller-client:1.116.0
com.amazonaws:aws-java-sdk-lambda:1.11.978
io.quarkus:quarkus-amazon-kms-parent:1.10.4.Final
org.jbibtex:jbibtex:1.0.18
com.liferay.commerce:com.liferay.commerce.warehouse.web:3.0.11
io.janstenpickle:trace4cats-avro-kafka-exporter_2.12:0.9.0+36-af28d312
io.github.vigoo:zio-aws-ses_2.13:3.15.45.3
org.wso2.identity.apps:console:0.0.296
com.amazonaws:aws-java-sdk-neptune:1.11.977
de.codecentric.hikaku:hikaku-openapi:3.2.0
edu.utexas.tacc.tapis:tapis-shared-java:1.11.39
com.ibm.websphere.appserver.features:jpa-2.0:20.0.0.10
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.outbound.authentication.category.feature:5.18.107
com.liferay:com.liferay.portal.search.tuning.rankings.web:1.0.40
org.apache.flink:flink-state-backends:1.11.2
com.guicedee.services:undertow-parser-generator:1.0.19.13-jre15
org.finos.legend.pure:legend-pure-maven-compilation-par:1.2.1
io.gravitee.gateway.services:gravitee-gateway-services:1.30.30
com.guicedee.services:kafka-client:1.1.1.2-jre15
com.github.paulcwarren:spring-content-jpa-boot-starter:1.1.0.M4
org.cloudfoundry.multiapps:multiapps-controller-parent:1.113.2
io.janstenpickle:trace4cats-sttp-client3_2.13:0.8.0+2-96f6831f
org.apache.camel.quarkus:camel-quarkus-apns-deployment:1.5.0
org.wso2.carbon.identity.framework:org.wso2.carbon.claim.mgt.feature:5.18.222
org.fusesource.restygwt:restygwt:2.2.2
io.prestosql:presto-testing-kafka:349
org.finos.legend.engine:legend-engine-language-pure-grammar-api:2.7.1
io.github.vigoo:zio-aws-sso_2.12:3.15.45.3
com.github.houbb:jdbc-common:0.0.9
io.github.vigoo:zio-aws-auditmanager_2.13:3.15.57.1
com.github.tminglei:slick-pg_date2_2.10:0.5.3
software.amazon.awssdk:detective:2.14.12
eu.timepit:refined-scodec_2.13:0.9.17
com.github.chimmhuang:chimm.excel:1.1.0
com.google.api.grpc:proto-google-cloud-datacatalog-v1:1.1.0
io.xream.reliable:reliable-api:1.1.16.RELEASE
com.day.commons:day-commons-smb:1.1.1
com.qubole.rubix:rubix-bookkeeper:0.2.8
org.sdase.commons:sda-commons-server-kafka:1.1.1
com.amazonaws:aws-java-sdk-support:1.11.913
org.commonjava.indy:indy-promote:2.5.1
com.github.xiongxcodes:haohope-security-oauth:1.0.2
io.github.harishb2k.easy:database:0.0.44
org.apache.camel.quarkus:camel-quarkus-support-commons-logging:1.6.0
org.wso2.carbon.deployment:org.wso2.carbon.jarservices.ui.feature:4.12.2
org.wso2.transport.file:org.wso2.transport.remote-file-system:6.0.70
com.thesamet.scalapb:protoc-bridge_2.12:0.9.0
com.blazebit:blaze-storage-core-model:0.3.3
com.vlkan.log4j2:log4j2-logstash-layout-demo:1.0.5
com.amazonaws:aws-java-sdk-forecastquery:1.11.904
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.default.auth.sequence.mgt.stub:5.18.107
com.amazonaws:aws-java-sdk-signer:1.11.920
org.apache.camel.quarkus:camel-quarkus-aws-swf-deployment:1.1.0
net.sf.okapi.steps:okapi-step-msbatchtranslation:1.41.0
org.testingisdocumenting.webtau:webtau-http-groovy:1.37
it.cnr.si.cool.jconon:cool-jconon-spid:4.4.28
io.github.vigoo:zio-aws-directconnect_2.12:3.15.31.3
com.lihaoyi:ujson-play_2.12:1.3.1
org.wso2.identity.apps:identity-apps-cloud:0.0.218
com.ejlchina:data-jackson:1.0.0
org.enodeframework:enode-parent:1.0.10
fr.cloverconsulting:odata-base:0.0.2-alpha
com.testerum:testerum-runner:5.0.5
com.pinterest:secor:0.16
uk.gov.gchq.gaffer:road-traffic-generators:1.13.0
com.facebook.presto:presto-spark-package:0.248.1
io.github.vigoo:zio-aws-xray_2.13:3.15.42.1
com.google.cloud:google-cloud-container:0.58.0-beta
com.codacy:remote-provider-service-client_2.12:8.33.1_akka25Circe08
com.powsybl:powsybl-matpower-converter:3.6.0
io.micronaut.gcp:micronaut-gcp-tracing:3.3.0
com.jwebmp.plugins.angular:jwebmp-ng-slim-scroll:1.0.19.13
com.liferay.commerce:com.liferay.headless.commerce.delivery.cart.api:2.3.0
net.guerlab.sms:guerlab-sms-core:1.6.2
com.guicedee.services:h2:1.0.17.0
io.janstenpickle:trace4cats-stackdriver-grpc-exporter_2.12:0.7.0+42-82baa78b
it.unibo.tuprolog:oop-lib-jvm:0.17.1
org.wso2.carbon.identity.framework:org.wso2.carbon.claim.mgt.server.feature:5.18.228
io.github.vigoo:zio-aws-dax_2.12:3.15.61.1
net.sf.jasperreports:jasperreports-metadata:6.15.0
com.jwebmp.plugins.angular:jwebmp-angular-slim-scroll:1.1.0.3-jre15
edu.amherst.acdc:acrepo-exts-fits:1.0.5
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.userstore:1.0.170
dev.inmo:tgbotapi.core-js:0.32.5
com.amazonaws:aws-java-sdk-discovery:1.11.963
com.oath.microservices:micro-tomcat:1.2.5
org.webjars.npm:github-com-highlightjs-highlight-js-:10.2.1
org.uberfire:uberfire-nio2-fs:7.45.0.t20201014
com.googlecode.siren4j:siren4j:1.0.1
org.kie.kogito:jobs:1.2.0.Final
com.google.api.grpc:proto-google-cloud-websecurityscanner-v1:1.1.2
com.netflix.feign:feign-jackson:8.10.0
com.lihaoyi:mill-contrib-tut_2.13:0.9.4-2-568635
org.http4s:http4s-ember-core_2.13:0.21.14
io.github.vigoo:zio-aws-lightsail_2.13:3.15.68.2
org.webjars.npm:ctrl__tinycolor:3.3.4
org.openforis.collect:collect-core:3.26.35
org.wso2.identity.apps:recovery-portal:1.0.402
org.http4s:http4s-dropwizard-metrics_2.13:1.0.0-M7
com.google.api.grpc:grpc-google-cloud-tasks-v2:1.13.0
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.mgt.server.feature:5.19.42
org.apache.camel.springboot:camel-xstream-starter:3.7.1
org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.cache.invalidation:9.0.61
com.rbmhtechnology.vind:elastic-writer:3.1.8
org.eclipse.scout.rt:eclipse-scout-core:11.0.12
com.amazonaws:aws-java-sdk-customerprofiles:1.11.921
com.dtflys.forest:spring-boot-starter-forest:1.4.11
org.tmurakam:spring-session-ext-mongo:1.0.2
io.zeebe.zeeqs:zeeqs-root:1.0.0-alpha5
cn.springcloud.gray:spring-cloud-gray-plugin-webflux:C.1.0.0
com.github.cormoran-io.pepper:pepper:2.0
com.jwebmp.plugins.graphing:jwebmp-d3:1.0.19.5-jre8
org.libreoffice:jurt:6.4.4
org.kie.kogito:events:1.3.0.Final
com.liferay.portal:com.liferay.portal.impl:3.58.6
org.pgscala.embedded:pgscala-embedded_2.12:0.2.0
com.intuit.graphql:com.intuit.graphql.tests:1.0.12
org.hpccsystems:commons-hpcc:7.8.60-1
com.lightbend.cloudflow:cloudflow-flink_2.12:2.0.25-SNAP3
io.cloudslang:data:0.3.213
jakarta.annotation:jakarta.annotation-api:1.3.5
io.pravega:pravega-segmentstore-server:0.7.2
org.eclipse.ditto:ditto-services-utils-jwt:1.2.1
com.mparticle:android-optimizely-kit:5.16.2
com.github.scalaprops:scalaprops-scalaz_2.13:0.8.2
org.wso2.carbon.identity.auth.rest:org.wso2.carbon.identity.cors.valve:1.4.29
org.wso2.carbon.identity.framework:authentication-framework-feature:5.18.89
org.sakaiproject:sakai-citations-api:20.2
io.holunda.taskpool:camunda-bpm-taskpool-root:2.1.1
org.kie:kie-dmn-model:7.51.0.Final
org.jetbrains.kotlin:kotlin-scripting-compiler:1.4.21-2
org.spire-math:antimirov-check_sjs1_2.12:0.2.5
org.wso2.carbon.identity.inbound.auth.oauth2:org.wso2.carbon.identity.oidc.dcr:6.4.103
org.dbflute.utflute:utflute-spring-web:0.5.9
org.wildfly.core:wildfly-jmx:14.0.0.Beta5
org.tinygroup:org.tinygroup.formater:1.2.2
it.cnr.si:siopeplus-commons:0.0.10
com.amazonaws:aws-java-sdk-ec2instanceconnect:1.11.906
org.onosproject:onos-models-openconfig-infinera-oar:2.2.7
com.softwaremill.sttp.tapir:tapir-openapi-circe-yaml_2.13:0.17.2
org.wso2.carbon.identity.framework:carbon-authenticators:5.19.5
org.querqy:querqy-elasticsearch:1.3.es791.0
io.quarkus.qute:qute-generator:1.10.2.Final
com.daml:daml-lf-1.6-archive-java-proto:1.6.1-snapshot.20201021.5317.0.aafe46a5
io.janstenpickle:trace4cats-avro-exporter_2.13:0.9.0+146-2d5c0093
io.kotest:kotest-assertions-shared-watchosarm64:4.2.4
io.kotest:kotest-property-iosarm64:4.4.3
io.kestros.commons:kestros-root-project:0.1.1
org.jboss.errai:errai-cdi-shared:4.11.0.Final
io.github.vigoo:zio-aws-appflow_2.13:3.15.34.1
org.quasar-analytics:quasar-blueeyes-internal_2.12:30.1.16
org.kie.kogito:trusty-service:0.17.0
com.google.api.grpc:grpc-google-cloud-retail-v2:0.1.0
org.occurrent:eventstore-mongodb-spring-blocking:0.1.0
org.typelevel:scalacheck-effect-munit_3.0.0-M3:0.1-4-552b08a
io.gravitee.gateway.handlers:gravitee-gateway-handlers:3.2.3
org.webjars.npm:socket.io-parser:3.3.1
io.datarouter:datarouter-http-client:0.0.62
io.atlasmap:atlas-parent:2.1.0
software.amazon.awssdk:ioteventsdata:2.15.54
software.amazon.awssdk:fms:2.15.29
com.oracle.oci.sdk:oci-java-sdk-managementagent:1.29.0
org.apache.camel.quarkus:camel-quarkus-aws2-iam:1.4.0
org.apache.camel.quarkus:camel-quarkus-integration-test-bindy:1.0.1
org.reaktivity:reaktor:0.141
io.quarkus:quarkus-qute:1.12.0.CR1
org.opendaylight.controller.model:model-topology:2.0.6
pl.fhframework:bom-project-lite:4.8.1
org.kie:kie-server-spring-boot-autoconfiguration-drools:7.49.0.Final
ch.mobi.mobitor.plugins:mobitor-plugin-sonarqube:3.1.256
io.mosip.kernel:kernel-pinvalidator:1.1.2
org.http4k:http4k-template-pebble:3.269.0
org.neo4j.gds:experimental-core:1.5.0
io.janstenpickle:trace4cats-exporter-http_2.13:0.7.0+159-04af9962
com.liferay:com.liferay.dynamic.data.mapping.io:3.0.1
com.amazonaws:aws-java-sdk-guardduty:1.11.897
net.nemerosa.ontrack:ontrack-it-utils:2.29.11
software.amazon.awssdk:bundle:2.15.45
io.github.vigoo:zio-aws-computeoptimizer_2.12:3.15.19.8
org.eolang:eo-parser:0.1.7
io.liftwizard:liftwizard-servlet-logging-structured-status-info:0.15.0
software.amazon.awscdk:cognito:1.72.0
eu.timepit:refined-scalacheck_sjs1_3.0.0-M3:0.9.21
com.networknt:mask:2.0.24
org.opendaylight.controller:controller-docs:3.0.5
org.glassfish.hk2:hk2-testing-jersey:3.0.0-RC1
org.jetbrains.kotlinx:kotlinx-coroutines-play-services:1.4.0-M1
nl.vpro.poms:poms-shared-parent:5.20.2
io.osnz.tiles:tile-helm:1.1
io.liftwizard:liftwizard-config-logging-config:0.15.0
org.wso2.identity.apps:org.wso2.identity.apps.common:1.2.4
com.lihaoyi:mill-contrib-scalapblib_2.13:0.8.0-24-ff1ef4
io.kotest:kotest-assertions-kotlinx-time-tvosarm64:4.2.5
org.drools:drools-wb-scenario-simulation-editor-kogito-webapp-common:7.46.0.Final
com.amazonaws:aws-java-sdk-pinpointsmsvoice:1.11.950
org.wso2.carbon.identity.framework:org.wso2.carbon.idp.mgt:5.19.34
com.google.api.grpc:grpc-google-cloud-containeranalysis-v1:0.68.0
com.liferay.portal:release.dxp.api:7.1.10.fp22
com.yahoo.vespa:documentapi:7.374.52
com.google.api.grpc:grpc-google-cloud-language-v1:1.80.0
software.amazon.awssdk:arns:2.15.6
com.liferay:com.liferay.dynamic.data.mapping.service:5.3.10
software.amazon.awssdk:dynamodb:2.14.17
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.consent.mgt.server.feature:5.18.79
org.infinispan:infinispan-directory-provider:9.4.21.Final
org.fugerit.java:fj-doc-mod-jxl:0.3.5.7
com.lihaoyi:mill-contrib-flyway_2.13:0.8.0-52-082011
com.vmware.photon.controller:photon-model:0.2.1
software.amazon.awssdk:iotwireless:2.16.17
com.liferay:com.liferay.chat.web:1.0.15
com.liferay.portal:release.portal.distro:7.3.4
software.amazon.awscdk:kinesisanalytics-flink:1.94.0
de.lgohlke.selenium:webdriver:20171014.1
org.jboss.windup:windup-server-provider-spi:5.1.1.Alpha1
org.http4s:http4s-blaze-core_2.12:0.10.0-M10
org.apache.nifi:nifi-stateless-engine:1.13.2
com.intuit.quickbooks-online:payments-api:6.1.1
org.kie:kie-plugin-testing:7.43.0.Final
com.nesscomputing.components:ness-httpserver:2.0.2
com.linecorp.armeria:armeria-tomcat:0.52.1
org.wso2.carbon.identity.framework:org.wso2.carbon.user.mgt:5.18.182
com.jwebmp.plugins.forms:jwebmp-quickforms:1.1.0.4-jre14
org.netbeans.modules:org-netbeans-modules-db-sql-visualeditor:RELEASE121
software.amazon.awssdk:dynamodb:2.15.61
org.glassfish.main.distributions:glassfish:6.0.0-RC1
org.apache.bookkeeper:bookkeeper-server:4.11.1
com.jwebmp.plugins.iconsets:jwebmp-plugins-iconsets-parent:1.0.19.10-jre8
com.proofpoint.platform:reporting:2.38
io.fluidsonic.raptor:raptor-quickstart-jvm:0.9.9
io.github.vigoo:zio-aws-emr_2.13:3.15.35.4
org.apache.jackrabbit:oak-authorization-cug:1.36
eu.timepit:refined-scalacheck_sjs1_2.13:0.9.16
pl.tkowalcz:loki-protobuf:0.6
org.ops4j.pax.web.samples:whiteboard-ds:7.3.10
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.endpoint.util:5.18.113
io.github.vigoo:zio-aws-machinelearning_2.13:3.15.16.5
software.amazon.awssdk:core:2.16.15
org.jboss.resteasy:resteasy-http-adapter-pom:4.6.0.Final
com.mparticle:android-wootric-kit:5.14.15
io.stryker-mutator:sbt-stryker4s-testrunner_2.13:0.10.0-RC2
org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.samples.calculator:6.8.181
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.entitlement.endpoint:5.18.110
org.alluxio:alluxio-integration-tools:2.4.1-2
software.amazon.awssdk:netty-nio-client:2.14.27
io.github.vigoo:zio-aws-eventbridge_2.13:3.15.34.3
com.amazonaws:aws-java-sdk-pom:1.11.918
net.colesico.framework:colesico-restlet:4.2.0
org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.handlers.security.stub:8.0.1
io.github.vigoo:zio-aws-shield_2.12:3.15.45.1
com.amazonaws:aws-java-sdk-ses:1.11.908
org.apache.tomcat:tomcat-jasper:7.0.22
com.amazonaws:aws-java-sdk-servermigration:1.11.978
com.yahoo.vespa:simplemetrics:7.356.23
com.liferay:com.liferay.portal.security.sso.google:2.0.2
io.kotest:kotest-property-arrow-jvm:4.3.0
net.sf.tsl2nano:tsl2.nano.datastructure:2.4.3
io.janstenpickle:trace4cats-kernel_2.12:0.7.0+178-5bb006fe
de.adorsys.psd2:event-service-xs2a-impl:9.9
com.huaweicloud.sdk:huaweicloud-sdk-cloudide:3.0.13-beta
org.apache.directory.api:api-ldap-client-api:1.0.0-M22
