package
  org.digidoc4j:digidoc4j:2.0.0
org.digidoc4j:digidoc4j:1.0.7.RC.1
cn.tiennet.dolphin:dolphincore:1.3.8.RELEASE
org.digidoc4j:digidoc4j:1.0.8.beta.1
com.google.code.maven-play-plugin.org.playframework:play:1.4.4
org.digidoc4j:digidoc4j:1.0.7.beta.2
org.digidoc4j:digidoc4j:1.0.7.2
com.linkedin.gobblin:gobblin-service:0.10.0
com.baayso:commons:1.0.0.RELEASE
org.digidoc4j:digidoc4j:1.0.7.beta.1
com.linkedin.gobblin:gobblin-runtime:0.8.0
com.google.code.maven-play-plugin.org.playframework:play:1.4.3
org.digidoc4j:digidoc4j:1.0.7.1
org.jiucai:appframework:2.1.0
org.digidoc4j:digidoc4j:1.0.7
org.digidoc4j:digidoc4j:1.0.8.beta.2
com.linkedin.gobblin:gobblin-runtime:0.10.0
com.google.code.maven-play-plugin.org.playframework:play:1.5.0
org.digidoc4j:digidoc4j:1.0.7.RC.3
org.digidoc4j:digidoc4j:1.0.7.1.RC.1
com.google.code.maven-play-plugin.org.playframework:play:1.4.5
com.linkedin.gobblin:gobblin-service:0.11.0
com.linkedin.gobblin:gobblin-runtime:0.11.0
cn.tiennet.dolphin:dolphincore:1.3.6.RELEASE
cn.tiennet.dolphin:dolphincore:1.3.7.RELEASE
com.linkedin.gobblin:gobblin-runtime:0.9.0
org.jlot:jlot-web:0.98
org.jiucai:appframework:2.1.1
org.apache.solr:solr-map-reduce:6.1.0
org.apache.solr:solr-morphlines-cell:5.3.0
org.jlot:jlot-web:0.105
net.serenity-bdd:serenity-core:1.1.17
io.snappydata:snappy-spark-core_2.11:2.0.2.3
net.oneandone.cosmo:cosmo-core:1.6.3
net.oneandone.cosmo:cosmo-core:1.0.26
org.apache.solr:solr-morphlines-core:5.5.4
org.sonarsource.sonarqube:sonar-server:6.7.4
net.oneandone.cosmo:cosmo-core:1.4.18
biz.paluch.redis:lettuce:4.1.2.Final
org.apache.solr:solr-morphlines-cell:5.5.0
net.serenity-bdd:serenity-core:1.1.36
org.apache.servicemix.bundles.org.apache.servicemix.bundles:hbase:1.1.1_1
net.oneandone.cosmo:cosmo-core:1.2.0
com.highway2urhell:h2hell-web:1.0.1
com.hazelcast:hazelcast:3.10.4
net.oneandone.cosmo:cosmo-core:1.0.14
net.oneandone.cosmo:cosmo-core:2.1.3
net.serenity-bdd:serenity-core:1.1.13
net.serenity-bdd:serenity-core:1.1.25-rc.1
biz.paluch.redis:lettuce:4.0.Final
net.serenity-bdd:serenity-core:1.1.25-rc.3
net.serenity-bdd:serenity-core:1.1.32-rc.1
org.apache.solr:solr-morphlines-core:6.0.1
net.oneandone.cosmo:cosmo-core:0.94
net.oneandone.cosmo:cosmo-core:1.0.27
org.apache.servicemix.bundles.org.apache.servicemix.bundles:hbase:1.3.0_1
org.apache.solr:solr-map-reduce:5.4.1
org.sonarsource.sonarqube:sonar-scanner-engine:6.7.3
org.apache.servicemix.bundles.org.apache.servicemix.bundles:hbase:0.96.1.1-hadoop2_2
org.apache.servicemix.bundles.org.apache.servicemix.bundles:hbase:1.0.0_1
net.oneandone.cosmo:cosmo-core:1.4.23
biz.paluch.redis:lettuce:4.0.2.Final
com.google.code.maven-play-plugin.org.playframework:play:1.3.1
io.snappydata:gemfire-core:1.5.1
com.google.code.maven-play-plugin.org.playframework:play:1.4.0
com.hazelcast:hazelcast:3.10-BETA-1
com.hazelcast:hazelcast:3.10-BETA-2
com.highway2urhell:h2hell-web:1.0.5
com.google.code.maven-play-plugin.org.playframework:play:1.4.2
com.hazelcast:hazelcast:3.10
org.apache.flink:flink-runtime_2.11:1.5.1
com.moz.fiji.rest:fiji-rest-lib:0.1.7
com.moz.fiji.rest:fiji-rest-standard-plugin:0.1.8
com.hazelcast:hazelcast:3.10.5
com.google.code.maven-play-plugin.org.playframework:play:1.3.0
com.moz.fiji.rest:fiji-rest-standard-plugin:0.1.7
com.moz.fiji.rest:fiji-rest-lib:0.1.6
com.google.code.maven-play-plugin.org.playframework:play:1.3.2
com.google.code.maven-play-plugin.org.playframework:play:1.3.3
com.hazelcast:hazelcast:3.10.7
com.moz.fiji.rest:fiji-rest-lib:0.1.8
com.google.code.maven-play-plugin.org.playframework:play:1.4.1
com.linkedin.gobblin:gobblin-data-management:0.11.0
com.google.code.maven-play-plugin.org.playframework:play:1.3.4
com.moz.fiji.rest:fiji-rest-standard-plugin:0.1.6
com.hazelcast:hazelcast:3.10.6
net.serenity-bdd:serenity-core:1.1.19
com.google.code.maven-play-plugin.org.playframework:play:1.3.0-RC1
org.apache.flink:flink-runtime_2.11:1.5.3
org.kuali.rice:rice-impl:2.5.10
com.linkedin.gobblin:gobblin-data-management:0.10.0
com.moz.fiji.rest:fiji-rest-standard-plugin:0.1.9
biz.paluch.redis:lettuce:4.0.Beta1
org.apache.servicemix.bundles.org.apache.servicemix.bundles:hbase:1.1.0.1_3
org.dspace:dspace-oai:6.0-rc1
net.oneandone.cosmo:cosmo-core:1.0.12
org.apache.solr:solr-map-reduce:6.2.0
net.serenity-bdd:serenity-core:1.1.5
com.github.docker-java:docker-java:3.1.0-rc-3
com.highway2urhell:h2hell-web:1.0.3
