key
com.yahoo.vespa:serviceview:6.289.38
org.apache.whirr:whirr-examples:0.9.0-cdh5.4.2
io.fabric8.tenant.apps:content-repository:4.0.61
org.ikasan:sample-scheduleDrivenSrc-war:1.0.6
org.wildfly.build:wildfly-server-provisioning-maven-plugin:1.1.3.Final
cornerstone-datasources:cornerstone-datasources-api:1.0
io.fintrospect:fintrospect-play_2.12:14.14.0
com.amazonaws:aws-java-sdk-models:1.11.309
fr.vsct.tock:tock-bot-admin-test-core:0.6.1
com.facebook.presto:presto-accumulo:0.206
org.jboss.pnc:build-executor:1.0.5
de.alpharogroup:email-tails:4.18
com.fasterxml.clustermate:clustermate-api:0.8.8
org.apache.nifi:nifi-toolkit-s2s:1.1.1
com.butor:butor-fw-web-parent:1.0.7
com.yahoo.vespa:vespaclient-java:6.155.29
org.commonjava.indy:indy-implied-repos-client-java:0.99.0
org.apache.camel:camel-saxon:2.12.0.redhat-610050
com.lihaoyi:ammonite-interp_2.11.6:1.1.2-41-477d541
org.cometd.javascript:cometd-examples-jquery:2.1.0.beta2
com.dyuproject.fbsgen.ds:fbsgen-ds-core:1.0.7
com.github.blahord:bettercollections:1.0.1
org.wildfly.swarm:spi:2017.12.1
org.clojure:tools.analyzer.jvm:0.1.0-beta12
org.apache.activemq.tooling:maven-activemq-plugin:5.1.0
org.reactivemongo:reactivemongo-extensions-json_2.11:0.10.5.0.0.akka23
org.jclouds.common:trmk-common:1.4.0-rc.1
org.apache.cxf:cxf-tools-wsdlto:2.3.7
org.wildfly.core:wildfly-process-controller:2.0.7.Final
com.krrrr38:jabot-replace-handler:0.2.0
org.glassfish.hk2:test-module-startup:2.1.80
com.github.jsimone:webapp-runner-parent:8.5.35.0
org.glassfish.docs.help:console-web-plugin-help:4.0-b21
net.onedaybeard.artemis:artemis-odb-serializer-kryo:2.1.0
com.liferay:com.liferay.site.impl:1.0.2
org.kie.modules:org-jboss-as-platform-mbean-main:6.3.0.CR2
com.stormpath.spring:stormpath-sdk-tutorials-spring-security-webmvc-spring-security-ftw:1.5.3
com.amazonaws:aws-java-sdk-storagegateway:1.9.18
com.io7m.jeucreader:io7m-jeucreader:1.0.0
com.streethawk:feeds:1.8.5
edu.washington.cs.knowitall.nlptools:nlptools-tokenize-breeze_2.9.3:2.4.2
org.wso2.carbon.identity.framework:org.wso2.carbon.directory.server.manager:5.12.391
org.wso2.carbon.analytics:org.wso2.carbon.siddhi.store.api.rest.feature:2.0.416
org.scalikejdbc:scalikejdbc-async-play-plugin_2.11:0.5.3
org.ops4j.pax.web.samples:war-dispatch-jsp:6.0.1
com.google.cloud:google-cloud-logging-logback:0.24.0-alpha
com.icegreen:greenmail:1.5.5
net.snowflake:spark-snowflake_2.10:2.2.3-spark_2.0
com.spotify:helios-client:0.9.98
com.github.tkrs:fluflu-monix_2.12:0.12.0
com.frostwire:jlibtorrent-android-x86_64:1.1.0.29
org.eclipse.scout.sdk:org.eclipse.scout.sdk.core.s.test:6.1.0.M2
org.apache.camel:camel-mybatis:2.12.0.redhat-610020
org.apache.cxf.systests:cxf-systests-ws-rm:3.0.0
com.epam.jdi:jdi-uitest-gui:1.0.4
org.infinispan:infinispan-cachestore-jdbc:9.4.10.Final
org.apache.deltaspike.distribution:distributions-project:1.7.2
org.keycloak:keycloak-email-api:1.8.0.CR1
nl.psek.fitnesse:psek-fitnesse-fixtures-sikuli:1.1.11
org.wso2.carbon.identity.inbound.auth.oauth2:org.wso2.carbon.identity.webfinger:5.5.171
org.bitbucket.bradleysmithllc.etlunit:etlunit-database-schema-archetype:3.1.3
com.sumologic.elasticsearch:elasticsearch-test:1.0.11
com.github.javaparser:javaparser-parent:3.13.6
org.apache.servicemix.examples:cxf-ws-security-blueprint:7.0.0.M3
io.fabric8:fabric-groups:2.0.24
org.apache.camel:camel-core:2.12.0.redhat-610017
com.beamly.playpen:playpen_2.10:0.1.3
com.roboxue:niffler-core_2.11:0.1.5
fr.vsct.tock:tock-nlp-api:0.6.2
org.codehaus.fabric3:fabric3-extension-interface-parent-pom:2.0.0
org.glassfish.hk2:security-lockdown-example-runner:2.1.49
org.opencoweb:coweb-archetype:1.0
org.mobicents.resources:http-client-ratype:2.8.90
com.vip.saturn:saturn-integrate:2.1.5
com.instamojo:android-sdk:1.0.4
org.glassfish.common:btrace-jars:3.0-b69
com.softwaremill.sttp:async-http-client-handler-scalaz_2.12:0.0.4
org.codehaus.sonar.plugins:sonar-dbcleaner-plugin:3.1.1
org.apache.lucene:lucene-test-framework:4.10.3-cdh5.9.2
se.skltp.agp:agp-core:1.2.0-RC1
com.lihaoyi:ammonite-pprint_2.11:0.2.8
org.glassfish:osgi-javaee-base:3.1-b40
org.atmosphere:atmosphere-compat-jbossweb:1.1.0.beta3
com.spotify:helios-api-documentation:0.8.90
net.hockeyapp.android:HockeySDK:3.6.0-b.1
org.kie.modules:org-jboss-as-remoting-main:6.1.0.Beta2
org.skinny-framework:skinny-json_2.12:2.3.5
com.google.apis:google-api-services-dataflow:v1b3-rev20190813-1.30.1
org.wicketstuff:wicket-mount:8.0.0-M8
org.apache.httpcomponents:httpclient:4.5.1
org.glassfish.main.packager:felix:4.0.1-b05
org.jscala:jscala-examples_2.10:0.2
com.amazonaws:aws-java-sdk-athena:1.11.227
com.vladmihalcea.flexy-pool:flexy-pool-parent:1.0.3
