key
org.mobicents.servlet.sip:sip-servlets-application-router:3.1.703
org.knowm:yank:3.2.0
org.specs2:specs2-mock_2.10:3.5-20150429115212-9152a24
org.ow2.orchestra:orchestra-cxf-old-tomcat:4.3.0
org.eclipse.scout.rt:org.eclipse.scout.rt.mom.api.test:6.1.0.B021
org.mock-server:mockserver-maven-plugin-integration-tests:5.0.1
org.keycloak:keycloak-authz-policy-drools:3.0.0.Final
com.google.apis:google-api-services-spanner:v1-rev51-1.23.0
org.cometd.archetypes:cometd-archetype-dojo-jetty6:2.3.0
org.switchyard.quickstarts.demos:switchyard-demo-transaction-propagation-credit:2.0.1.redhat-621107
org.apache.aries.jpa:org.apache.aries.jpa.container.advanced.itest.bundle:1.0.1.redhat-610055
org.mobicents.protocols.ss7.tcapAnsi:tcap-ansi-api:3.0.1336
org.openscience.cdk:cdk-inchi:1.5.15
com.linkedin.pegasus:r2-jetty:2.1.0
com.google.apis:google-api-services-bigquerydatatransfer:v1-rev92-1.22.0
io.apiman.plugins:apiman-plugins-repository:1.2.6.Beta1
org.jasig.portlet.notification:notification-portlet-webapp:2.0.7
com.yammer.metrics:metrics-logback:2.1.0
uk.gov.gchq.gaffer:road-traffic-rest:1.0.0-RC3
nl.basjes.parse.httpdlog:httpdlog-stormbolt:2.0
org.jasig.resourceserver:resource-server-content:1.0.18
com.netflix.rxjava:rxjava-kotlin:0.17.0-RC2
com.basistech.rosette:rosette-api-json:1.7.3
io.fabric8.forge:forge-addons:2.3.33
io.fabric8.devops.packages:chat-letschat:2.2.255
ca.carleton.gcrc:nunaliit2-auth-cookie:0.1.2
ro.pippo:pippo-demo-parent:0.5.0
com.github.anno4j:anno4j-ontologies-mico:1.1.4
org.wildfly.core:wildfly-network:4.0.0.Beta1
org.sakaiproject.userauditservice:userauditservice-api:12.6
com.thesett:catalogue-model-processor:0.8.7
com.xiledsystems:aal_amazon_ads:1.0.18
com.wix.openrest:openrest4j-client:1.25.0
org.xwiki.rendering:xwiki-rendering-standalone:5.0-milestone-2
com.liferay:com.liferay.project.templates.panel.app:1.0.12
software.amazon.awscdk:route53:0.25.3
com.yahoo.vespa:vsm:6.266.22
io.dropwizard:dropwizard-metrics:2.0.0-rc9
org.springframework:spring-tomcat-weaver:2.5.3
com.google.cloud:google-cloud-datastore:1.65.0
