number,rootCoordinate,artifact,mergeTime,internalNodes,externalNodes,internalEdges,externalEdges,resolvedNodes,resolvedEdges,dependencies
57,org.tinygroup:org.tinygroup.testutil:2.0.6,org.tinygroup:org.tinygroup.beancontainer:2.0.6,60,14,5,0,5,1,1,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
58,org.tinygroup:org.tinygroup.testutil:2.0.6,org.tinygroup:org.tinygroup.springutil:2.0.6,3171,67,101,34,199,3827,3827,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
59,org.tinygroup:org.tinygroup.testutil:2.0.6,org.tinygroup:org.tinygroup.context:2.0.6,833,77,22,83,71,2878,2878,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
60,org.tinygroup:org.tinygroup.testutil:2.0.6,stax:stax-api:1.0.1,993,340,48,72,94,5,5,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
61,org.tinygroup:org.tinygroup.testutil:2.0.6,org.tinygroup:org.tinygroup.threadgroup:2.0.6,273,19,26,4,31,641,641,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
62,org.tinygroup:org.tinygroup.testutil:2.0.6,org.tinygroup:org.tinygroup.vfs:2.0.6,4311,204,127,293,448,2517,2517,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
63,org.tinygroup:org.tinygroup.testutil:2.0.6,org.slf4j:slf4j-api:1.7.7,2107,322,87,307,206,2121,2121,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
64,org.tinygroup:org.tinygroup.testutil:2.0.6,org.tinygroup:org.tinygroup.loader:2.0.6,390,9,22,4,31,1231,1231,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
65,org.tinygroup:org.tinygroup.testutil:2.0.6,commons-logging:commons-logging:1.1.1,7989,335,198,380,588,1408,1408,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
66,org.tinygroup:org.tinygroup.testutil:2.0.6,xmlpull:xmlpull:1.1.3.1,757,81,35,10,65,30,30,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
67,org.tinygroup:org.tinygroup.testutil:2.0.6,org.springframework:spring-context-support:2.5.6,9561,530,394,314,914,2946,2946,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
68,org.tinygroup:org.tinygroup.testutil:2.0.6,org.tinygroup:org.tinygroup.xstream:2.0.6,195,44,13,3,23,190,190,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
