number,rootCoordinate,artifact,mergeTime,internalNodes,externalNodes,internalEdges,externalEdges,resolvedNodes,resolvedEdges,dependencies
20,org.ops4j.pax.url:pax-url-aether:1.2.8,org.apache.maven.wagon:wagon-file:1.0-beta-6,417,10,43,3,86,76,76,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
21,org.ops4j.pax.url:pax-url-aether:1.2.8,commons-codec:commons-codec:1.2,816,148,51,249,152,2,2,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4
22,org.ops4j.pax.url:pax-url-aether:1.2.8,org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6,664,22,69,12,116,377,377,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
23,org.ops4j.pax.url:pax-url-aether:1.2.8,org.sonatype.aether:aether-connector-wagon:1.7,1550,64,155,68,231,2577,2577,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
24,org.ops4j.pax.url:pax-url-aether:1.2.8,org.apache.maven.wagon:wagon-http-shared:1.0-beta-6,1637,68,168,41,236,1169,1169,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
25,org.ops4j.pax.url:pax-url-aether:1.2.8,org.codehaus.plexus:plexus-classworlds:2.2.2,1850,256,130,377,331,2402,2402,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
26,org.ops4j.pax.url:pax-url-aether:1.2.8,commons-logging:commons-logging:1.0.4,1814,251,127,177,359,56,56,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-codec:commons-codec:1.2
27,org.ops4j.pax.url:pax-url-aether:1.2.8,org.codehaus.plexus:plexus-component-annotations:1.5.5,7,19,0,0,0,0,0,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
28,org.ops4j.pax.url:pax-url-aether:1.2.8,org.sonatype.aether:aether-spi:1.7,64,89,9,49,22,52,52,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
29,org.ops4j.pax.url:pax-url-aether:1.2.8,org.apache.maven:maven-repository-metadata:3.0,2736,110,65,140,219,3702,3702,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
30,org.ops4j.pax.url:pax-url-aether:1.2.8,org.apache.maven.wagon:wagon-provider-api:1.0-beta-6,2907,358,121,222,415,4858,4858,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
31,org.ops4j.pax.url:pax-url-aether:1.2.8,org.sonatype.aether:aether-api:1.7,3429,575,68,328,455,3510,3510,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
32,org.ops4j.pax.url:pax-url-aether:1.2.8,org.apache.maven:maven-aether-provider:3.0,3517,137,300,86,588,7439,7439,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
33,org.ops4j.pax.url:pax-url-aether:1.2.8,org.codehaus.plexus:plexus-interpolation:1.14,3543,275,155,295,511,7414,7414,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
34,org.ops4j.pax.url:pax-url-aether:1.2.8,org.apache.maven:maven-model-builder:3.0,6419,613,450,657,1332,22004,22004,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
35,org.ops4j.pax.url:pax-url-aether:1.2.8,org.sonatype.aether:aether-impl:1.7,6839,394,493,477,1321,26634,26634,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
36,org.ops4j.pax.url:pax-url-aether:1.2.8,org.apache.xbean:xbean-reflect:3.4,6574,508,313,795,1281,17462,17462,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
37,org.ops4j.pax.url:pax-url-aether:1.2.8,org.codehaus.plexus:plexus-container-default:1.5.4,6754,1112,299,1325,1305,20705,20705,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
38,org.ops4j.pax.url:pax-url-aether:1.2.8,org.sonatype.aether:aether-util:1.7,8767,536,314,921,1240,30570,30570,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
39,org.ops4j.pax.url:pax-url-aether:1.2.8,commons-httpclient:commons-httpclient:3.1,9753,1822,357,2955,2768,18146,18146,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
40,org.ops4j.pax.url:pax-url-aether:1.2.8,com.google.collections:google-collections:1.0,10861,4074,335,39870,2724,49879,49879,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
41,org.ops4j.pax.url:pax-url-aether:1.2.8,org.codehaus.plexus:plexus-utils:2.0.5,9065,1251,445,1833,2625,15841,15841,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-model:3.0;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
42,org.ops4j.pax.url:pax-url-aether:1.2.8,org.apache.maven:maven-model:3.0,11948,1082,138,2265,2210,41513,41513,org.ops4j.pax.url:pax-url-aether:1.2.8;org.sonatype.aether:aether-api:1.7;org.sonatype.aether:aether-spi:1.7;org.sonatype.aether:aether-util:1.7;org.sonatype.aether:aether-impl:1.7;org.sonatype.aether:aether-connector-wagon:1.7;org.apache.maven:maven-aether-provider:3.0;org.apache.maven:maven-model-builder:3.0;org.codehaus.plexus:plexus-interpolation:1.14;org.apache.maven:maven-repository-metadata:3.0;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.apache.maven.wagon:wagon-provider-api:1.0-beta-6;org.apache.maven.wagon:wagon-file:1.0-beta-6;org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-6;org.apache.maven.wagon:wagon-http-shared:1.0-beta-6;org.codehaus.plexus:plexus-container-default:1.5.4;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.xbean:xbean-reflect:3.4;com.google.collections:google-collections:1.0;org.codehaus.plexus:plexus-utils:2.0.5;commons-httpclient:commons-httpclient:3.1;commons-logging:commons-logging:1.0.4;commons-codec:commons-codec:1.2
