number,coordinate,opalTime,totalMergeTime,cgPool,mergeTime,UCHTime,opalInternalNodes,opalExternalNodes,opalInternalEdges,opalExternalEdges,mergeInternalNodes,mergeExternalNodes,mergeInternalEdges,mergeExternalEdges,mergeResolvedNodes,mergeResolvedEdges,dependencies
0,io.arrow-kt:arrow-test:0.8.2,20411,40920,22389,18531,389,97873,1174,3193926,21867,97873,5051,487685,58004,38649,1038291,io.arrow-kt:arrow-test:0.8.2;io.arrow-kt:arrow-data:0.8.2;io.arrow-kt:arrow-annotations:0.8.2;io.kindedj:kindedj:1.1.0;io.arrow-kt:arrow-typeclasses:0.8.2;io.arrow-kt:arrow-core:0.8.2;io.arrow-kt:arrow-optics:0.8.2;io.arrow-kt:arrow-effects:0.8.2;io.arrow-kt:arrow-mtl:0.8.2;io.arrow-kt:arrow-free:0.8.2;io.arrow-kt:arrow-instances-core:0.8.2;io.arrow-kt:arrow-instances-data:0.8.2;io.arrow-kt:arrow-effects-instances:0.8.2;io.arrow-kt:arrow-recursion:0.8.2;org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.3.11;org.jetbrains.kotlin:kotlin-stdlib:1.3.11;org.jetbrains.kotlin:kotlin-stdlib-common:1.3.11;org.jetbrains:annotations:13.0;org.jetbrains.kotlinx:kotlinx-coroutines-core:1.1.0;org.jetbrains.kotlinx:kotlinx-coroutines-core-common:1.1.0;io.kotlintest:kotlintest:2.0.7;junit:junit:4.12;org.hamcrest:hamcrest-core:1.3;org.jetbrains.kotlin:kotlin-reflect:1.1.51;org.mockito:mockito-core:2.7.11;net.bytebuddy:byte-buddy:1.6.5;net.bytebuddy:byte-buddy-agent:1.6.5;org.objenesis:objenesis:2.5;org.reflections:reflections:0.9.11;com.google.guava:guava:20.0;org.javassist:javassist:3.21.0-GA
