number,coordinate,dependencies
0,com.yiqiniu.easytrans:easytrans-core:1.1.0,com.yiqiniu.easytrans:easytrans-core:1.1.0;org.springframework.boot:spring-boot:1.5.6.RELEASE;org.springframework:spring-context:4.3.10.RELEASE;org.springframework:spring-aop:4.3.10.RELEASE;org.springframework:spring-expression:4.3.10.RELEASE;org.springframework.boot:spring-boot-autoconfigure:1.5.6.RELEASE;org.springframework:spring-core:4.3.10.RELEASE;org.springframework.boot:spring-boot-configuration-processor:1.5.6.RELEASE;com.vaadin.external.google:android-json:0.0.20131108.vaadin1;org.springframework:spring-jdbc:4.3.10.RELEASE;org.springframework:spring-beans:4.3.10.RELEASE;org.springframework:spring-tx:4.3.10.RELEASE;org.apache.curator:curator-recipes:2.11.1;org.apache.curator:curator-framework:2.11.1;org.apache.curator:curator-client:2.11.1;org.apache.zookeeper:zookeeper:3.4.8;jline:jline:0.9.94;org.slf4j:slf4j-api:1.7.6;com.google.guava:guava:18.0
1,com.github.myabcc17:chatbot-response-v2-builder:0.0.1,com.github.myabcc17:chatbot-response-v2-builder:0.0.1;org.projectlombok:lombok:1.18.18;commons-validator:commons-validator:1.6;commons-beanutils:commons-beanutils:1.9.2;commons-digester:commons-digester:1.8.1;commons-logging:commons-logging:1.2;commons-collections:commons-collections:3.2.2;org.apache.commons:commons-collections4:4.4;org.apache.commons:commons-lang3:3.12.0;com.google.code.gson:gson:2.8.6
2,com.google.cloud:google-cloud-firestore:0.30.0-beta,com.google.cloud:google-cloud-firestore:0.30.0-beta;io.netty:netty-tcnative-boringssl-static:2.0.6.Final;com.google.cloud:google-cloud-core:1.12.0;com.google.guava:guava:20.0;joda-time:joda-time:2.9.2;org.json:json:20160810;com.google.http-client:google-http-client:1.23.0;org.apache.httpcomponents:httpclient:4.0.1;org.apache.httpcomponents:httpcore:4.0.1;commons-logging:commons-logging:1.1.1;commons-codec:commons-codec:1.3;com.google.code.findbugs:jsr305:3.0.0;com.google.api:gax:1.15.0;com.google.protobuf:protobuf-java-util:3.4.0;com.google.code.gson:gson:2.7;com.google.api.grpc:proto-google-common-protos:1.0.1;com.google.api.grpc:proto-google-iam-v1:0.1.25;com.google.cloud:google-cloud-core-grpc:1.12.0;com.google.auth:google-auth-library-credentials:0.9.0;com.google.protobuf:protobuf-java:3.4.0;io.grpc:grpc-protobuf:1.7.0;io.grpc:grpc-protobuf-lite:1.7.0;io.grpc:grpc-context:1.7.0;com.google.api:gax-grpc:1.15.0;com.google.auto.value:auto-value:1.2;org.threeten:threetenbp:1.3.3;com.google.auth:google-auth-library-oauth2-http:0.9.0;com.google.http-client:google-http-client-jackson2:1.19.0;com.fasterxml.jackson.core:jackson-core:2.1.3;com.google.api:api-common:1.2.0;com.google.api.grpc:proto-google-cloud-firestore-v1beta1:0.1.25;io.grpc:grpc-netty:1.7.0;io.grpc:grpc-core:1.7.0;com.google.errorprone:error_prone_annotations:2.0.19;com.google.instrumentation:instrumentation-api:0.4.3;io.opencensus:opencensus-api:0.6.0;io.netty:netty-codec-http2:4.1.16.Final;io.netty:netty-codec-http:4.1.16.Final;io.netty:netty-codec:4.1.16.Final;io.netty:netty-handler:4.1.16.Final;io.netty:netty-buffer:4.1.16.Final;io.netty:netty-common:4.1.16.Final;io.netty:netty-handler-proxy:4.1.16.Final;io.netty:netty-transport:4.1.16.Final;io.netty:netty-resolver:4.1.16.Final;io.netty:netty-codec-socks:4.1.16.Final;io.grpc:grpc-stub:1.7.0;io.grpc:grpc-auth:1.7.0
3,net.codesup.util:jaxb-plugin-lib:1.7.0,net.codesup.util:jaxb-plugin-lib:1.7.0;org.glassfish.jaxb:jaxb-xjc-jdk9:2.3.0;org.glassfish.jaxb:jaxb-xjc:2.3.0;org.glassfish.jaxb:jaxb-core:2.3.0;javax.xml.bind:jaxb-api:2.3.0;com.sun.xml.dtd-parser:dtd-parser:1.2;org.glassfish.jaxb:xsom:2.3.0;org.glassfish.jaxb:codemodel:2.3.0;com.sun.xml.bind.external:rngom:2.3.0;com.sun.istack:istack-commons-tools:3.0.5;org.apache.ant:ant:1.7.0;org.apache.ant:ant-launcher:1.7.0;com.sun.istack:istack-commons-runtime:3.0.5;relaxngDatatype:relaxngDatatype:20020414;org.glassfish.jaxb:jaxb-runtime:2.3.2;jakarta.xml.bind:jakarta.xml.bind-api:2.3.2;org.glassfish.jaxb:txw2:2.3.2;org.jvnet.staxex:stax-ex:1.8.1;com.sun.xml.fastinfoset:FastInfoset:1.2.16;jakarta.activation:jakarta.activation-api:1.2.1;org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.4.30;org.jetbrains.kotlin:kotlin-stdlib:1.4.30;org.jetbrains.kotlin:kotlin-stdlib-common:1.4.30;org.jetbrains:annotations:13.0;org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.4.30
4,com.azure:azure-core-serializer-json-jackson:1.0.0,com.azure:azure-core-serializer-json-jackson:1.0.0;com.azure:azure-core:1.8.0;com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.11.2;com.fasterxml.jackson.core:jackson-annotations:2.11.2;com.fasterxml.jackson.core:jackson-core:2.11.2;com.fasterxml.jackson.core:jackson-databind:2.11.2;com.fasterxml.jackson.dataformat:jackson-dataformat-xml:2.11.2;com.fasterxml.jackson.module:jackson-module-jaxb-annotations:2.11.2;jakarta.xml.bind:jakarta.xml.bind-api:2.3.2;jakarta.activation:jakarta.activation-api:1.2.1;org.codehaus.woodstox:stax2-api:4.2.1;com.fasterxml.woodstox:woodstox-core:6.2.1;org.slf4j:slf4j-api:1.7.30;io.projectreactor:reactor-core:3.3.9.RELEASE;org.reactivestreams:reactive-streams:1.0.3;io.netty:netty-tcnative-boringssl-static:2.0.31.Final
5,com.github.mjakubowski84:parquet4s-fs2_2.12:1.7.0,com.github.mjakubowski84:parquet4s-fs2_2.12:1.7.0;org.scala-lang:scala-library:2.12.12;com.github.mjakubowski84:parquet4s-core_2.12:1.7.0;org.apache.parquet:parquet-hadoop:1.11.0;org.apache.parquet:parquet-column:1.11.0;org.apache.parquet:parquet-common:1.11.0;org.apache.yetus:audience-annotations:0.11.0;org.apache.parquet:parquet-encoding:1.11.0;org.apache.parquet:parquet-format-structures:1.11.0;javax.annotation:javax.annotation-api:1.3.2;org.apache.parquet:parquet-jackson:1.11.0;org.xerial.snappy:snappy-java:1.1.7.3;commons-pool:commons-pool:1.6;com.chuusai:shapeless_2.12:2.3.3;org.typelevel:macro-compat_2.12:1.1.1;org.slf4j:slf4j-api:1.7.30;org.scala-lang.modules:scala-collection-compat_2.12:2.2.0;co.fs2:fs2-core_2.12:2.4.6;org.typelevel:cats-core_2.12:2.2.0;org.typelevel:cats-kernel_2.12:2.2.0;org.typelevel:cats-effect_2.12:2.2.0;org.scodec:scodec-bits_2.12:1.1.21
6,io.github.forsyde:forsyde-io-java:0.2.5,io.github.forsyde:forsyde-io-java:0.2.5;org.slf4j:slf4j-api:1.7.25;org.jgrapht:jgrapht-core:1.5.0;org.jheaps:jheaps:0.13
7,com.google.api.grpc:grpc-google-cloud-video-intelligence-v1p2beta1:0.87.0,com.google.api.grpc:grpc-google-cloud-video-intelligence-v1p2beta1:0.87.0;io.grpc:grpc-api:1.32.1;io.grpc:grpc-context:1.32.1;com.google.code.findbugs:jsr305:3.0.2;org.codehaus.mojo:animal-sniffer-annotations:1.19;io.grpc:grpc-stub:1.32.1;com.google.errorprone:error_prone_annotations:2.4.0;io.grpc:grpc-protobuf:1.32.1;io.grpc:grpc-protobuf-lite:1.32.1;com.google.protobuf:protobuf-java:3.13.0;com.google.api.grpc:proto-google-cloud-video-intelligence-v1p2beta1:0.87.0;com.google.api.grpc:proto-google-common-protos:1.18.1;com.google.guava:guava:29.0-android;com.google.guava:failureaccess:1.0.1;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-compat-qual:2.5.5;com.google.j2objc:j2objc-annotations:1.3;javax.annotation:javax.annotation-api:1.3.2
8,org.infinispan:infinispan-javadoc-embedded:9.4.22.Final,org.infinispan:infinispan-javadoc-embedded:9.4.22.Final;org.infinispan:infinispan-commons:9.4.22.Final;com.github.ben-manes.caffeine:caffeine:2.6.2;org.jboss.logging:jboss-logging:3.4.1.Final;org.infinispan:infinispan-core:9.4.22.Final;org.jgroups:jgroups:4.0.21.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.1.1.Final;org.jboss.marshalling:jboss-marshalling-osgi:2.0.9.Final;io.reactivex.rxjava2:rxjava:2.2.4;org.reactivestreams:reactive-streams:1.0.2;org.infinispan:infinispan-query:9.4.22.Final;org.hibernate:hibernate-search-engine:5.10.7.Final;org.apache.lucene:lucene-misc:5.5.5;org.apache.lucene:lucene-facet:5.5.5;org.apache.lucene:lucene-queries:5.5.5;org.apache.lucene:lucene-queryparser:5.5.5;org.infinispan:infinispan-directory-provider:9.4.22.Final;org.hibernate:hibernate-search-serialization-avro:5.10.7.Final;org.apache.avro:avro:1.7.6;org.codehaus.jackson:jackson-core-asl:1.9.13;org.codehaus.jackson:jackson-mapper-asl:1.9.13;com.thoughtworks.paranamer:paranamer:2.3;org.apache.commons:commons-compress:1.4.1;org.infinispan:infinispan-query-dsl:9.4.22.Final;org.infinispan:infinispan-remote-query-client:9.4.22.Final;org.infinispan.protostream:protostream:4.2.5.Final;org.infinispan:infinispan-remote-query-server:9.4.22.Final;org.infinispan:infinispan-objectfilter:9.4.22.Final;org.infinispan:infinispan-cachestore-jdbc:9.4.22.Final;com.zaxxer:HikariCP:2.4.6;org.slf4j:slf4j-api:1.7.16;org.jboss.slf4j:slf4j-jboss-logging:1.1.0.Final;org.infinispan:infinispan-cachestore-jpa:9.4.22.Final;org.infinispan:infinispan-cachestore-remote:9.4.22.Final;org.infinispan:infinispan-client-hotrod:9.4.22.Final;com.google.code.gson:gson:2.8.2;org.infinispan:infinispan-cachestore-rest:9.4.22.Final;io.netty:netty-handler:4.1.51.Final;io.netty:netty-common:4.1.51.Final;io.netty:netty-resolver:4.1.51.Final;io.netty:netty-buffer:4.1.51.Final;io.netty:netty-transport:4.1.51.Final;io.netty:netty-codec:4.1.51.Final;io.netty:netty-codec-http:4.1.51.Final;io.netty:netty-transport-native-epoll:4.1.51.Final;io.netty:netty-transport-native-unix-common:4.1.51.Final;io.netty:netty-transport-native-epoll:4.1.51.Final;commons-codec:commons-codec:1.14;org.infinispan:infinispan-cachestore-rocksdb:9.4.22.Final;org.rocksdb:rocksdbjni:5.15.10;org.infinispan:infinispan-persistence-soft-index:9.4.22.Final;org.infinispan:infinispan-lucene-directory:9.4.22.Final;org.apache.lucene:lucene-core:5.5.5;org.apache.lucene:lucene-analyzers-common:5.5.5;org.infinispan:infinispan-clustered-counter:9.4.22.Final;org.infinispan:infinispan-clustered-lock:9.4.22.Final;org.infinispan:infinispan-multimap:9.4.22.Final;org.infinispan:infinispan-server-core:9.4.22.Final;org.infinispan:infinispan-tasks:9.4.22.Final;org.infinispan:infinispan-tasks-api:9.4.22.Final;com.fasterxml.jackson.core:jackson-core:2.10.4;com.fasterxml.jackson.core:jackson-databind:2.10.4;com.fasterxml.jackson.core:jackson-annotations:2.10.4;com.thoughtworks.xstream:xstream:1.4.14;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.apache.logging.log4j:log4j-core:2.13.2;org.apache.logging.log4j:log4j-api:2.13.2;org.apache.logging.log4j:log4j-slf4j-impl:2.13.2;org.infinispan:infinispan-server-hotrod:9.4.22.Final;org.infinispan:infinispan-server-memcached:9.4.22.Final;org.infinispan:infinispan-server-rest:9.4.22.Final;io.netty:netty-codec-http2:4.1.51.Final;org.infinispan:infinispan-spring4-common:9.4.22.Final;org.infinispan:infinispan-spring4-embedded:9.4.22.Final;org.infinispan:infinispan-spring4-remote:9.4.22.Final;org.infinispan:infinispan-tree:9.4.22.Final;org.infinispan:infinispan-extended-statistics:9.4.22.Final;com.clearspring.analytics:stream:2.5.2;it.unimi.dsi:fastutil:6.5.7;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.hibernate:hibernate-core:5.3.17.Final;javax.persistence:javax.persistence-api:2.2;org.javassist:javassist:3.23.2-GA;net.bytebuddy:byte-buddy:1.9.11;antlr:antlr:2.7.7;org.jboss:jandex:2.0.5.Final;com.fasterxml:classmate:1.3.4;javax.activation:javax.activation-api:1.2.0;org.dom4j:dom4j:2.1.3;org.hibernate.common:hibernate-commons-annotations:5.0.4.Final;javax.xml.bind:jaxb-api:2.3.1;org.glassfish.jaxb:jaxb-runtime:2.3.1;org.glassfish.jaxb:txw2:2.3.1;com.sun.istack:istack-commons-runtime:3.0.7;org.jvnet.staxex:stax-ex:1.8;com.sun.xml.fastinfoset:FastInfoset:1.2.15;org.osgi:org.osgi.compendium:4.3.1;org.springframework:spring-beans:4.3.4.RELEASE;org.springframework:spring-context:4.3.4.RELEASE;org.springframework:spring-aop:4.3.4.RELEASE;org.springframework:spring-core:4.3.4.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-expression:4.3.4.RELEASE;org.springframework.session:spring-session-core:2.2.1.RELEASE;org.springframework:spring-jcl:5.2.2.RELEASE;org.kohsuke.metainf-services:metainf-services:1.7;org.antlr:antlr-runtime:3.5.2;org.jboss:jdk-misc:2.Final
9,com.adobe.testing:s3mock:2.1.27,com.adobe.testing:s3mock:2.1.27;org.springframework.boot:spring-boot-starter-web:2.1.9.RELEASE;org.springframework.boot:spring-boot-starter:2.1.9.RELEASE;org.springframework.boot:spring-boot:2.1.9.RELEASE;org.springframework.boot:spring-boot-autoconfigure:2.1.9.RELEASE;org.springframework.boot:spring-boot-starter-logging:2.1.9.RELEASE;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:slf4j-api:1.7.25;org.apache.logging.log4j:log4j-to-slf4j:2.11.2;org.apache.logging.log4j:log4j-api:2.11.2;org.slf4j:jul-to-slf4j:1.7.28;javax.annotation:javax.annotation-api:1.3.2;org.springframework:spring-core:5.1.10.RELEASE;org.springframework:spring-jcl:5.1.10.RELEASE;org.yaml:snakeyaml:1.23;org.springframework.boot:spring-boot-starter-json:2.1.9.RELEASE;com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.9.9;com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.9.9;com.fasterxml.jackson.module:jackson-module-parameter-names:2.9.9;org.hibernate.validator:hibernate-validator:6.0.17.Final;javax.validation:validation-api:2.0.1.Final;org.jboss.logging:jboss-logging:3.3.2.Final;com.fasterxml:classmate:1.3.4;org.springframework:spring-web:5.1.10.RELEASE;org.springframework:spring-beans:5.1.10.RELEASE;org.springframework:spring-webmvc:5.1.10.RELEASE;org.springframework:spring-aop:5.1.10.RELEASE;org.springframework:spring-context:5.1.10.RELEASE;org.springframework:spring-expression:5.1.10.RELEASE;org.springframework.boot:spring-boot-starter-jetty:2.1.9.RELEASE;org.eclipse.jetty:jetty-servlets:9.4.19.v20190610;org.eclipse.jetty:jetty-continuation:9.4.19.v20190610;org.eclipse.jetty:jetty-http:9.4.19.v20190610;org.eclipse.jetty:jetty-util:9.4.19.v20190610;org.eclipse.jetty:jetty-io:9.4.19.v20190610;org.eclipse.jetty:jetty-webapp:9.4.19.v20190610;org.eclipse.jetty:jetty-xml:9.4.19.v20190610;org.eclipse.jetty:jetty-servlet:9.4.19.v20190610;org.eclipse.jetty:jetty-security:9.4.19.v20190610;org.eclipse.jetty:jetty-server:9.4.19.v20190610;javax.servlet:javax.servlet-api:3.1.0;org.mortbay.jasper:apache-el:8.5.40;com.fasterxml.jackson.dataformat:jackson-dataformat-xml:2.9.9;com.fasterxml.jackson.core:jackson-core:2.9.9;com.fasterxml.jackson.core:jackson-annotations:2.9.0;com.fasterxml.jackson.core:jackson-databind:2.9.9;com.fasterxml.jackson.module:jackson-module-jaxb-annotations:2.9.9;org.codehaus.woodstox:stax2-api:3.1.4;com.fasterxml.woodstox:woodstox-core:5.1.0;commons-codec:commons-codec:1.11;commons-io:commons-io:2.6;org.apache.commons:commons-lang3:3.8.1
