number,coordinate,dependencies
0,org.drools:drools-wb-guided-dtable-editor-client:7.47.0.Final,org.drools:drools-wb-guided-dtable-editor-client:7.47.0.Final;org.gwtbootstrap3:gwtbootstrap3:1.0.1;org.gwtbootstrap3:gwtbootstrap3-extras:1.0.2;org.kie.soup:kie-soup-project-datamodel-api:7.47.0.Final;org.drools:drools-workbench-models-datamodel-api:7.47.0.Final;org.drools:drools-workbench-models-guided-dtable:7.47.0.Final;org.kie:kie-api:7.47.0.Final;org.kie.soup:kie-soup-maven-support:7.47.0.Final;org.kie:kie-internal:7.47.0.Final;org.drools:drools-mvel:7.47.0.Final;org.drools:drools-core:7.47.0.Final;org.drools:drools-core-reflective:7.47.0.Final;org.kie:kie-memory-compiler:7.47.0.Final;org.drools:drools-core-dynamic:7.47.0.Final;org.drools:drools-workbench-models-commons:7.47.0.Final;com.thoughtworks.xstream:xstream:1.4.14;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.drools:drools-wb-guided-rule-editor-client:7.47.0.Final;org.uberfire:uberfire-workingset-api:7.47.0.Final;org.drools:drools-wb-guided-rule-editor-api:7.47.0.Final;org.uberfire:uberfire-workingset-client:7.47.0.Final;org.kie.workbench.services:kie-wb-common-datamodel-backend:7.47.0.Final;org.uberfire:uberfire-services-backend:7.47.0.Final;org.uberfire:uberfire-server:7.47.0.Final;commons-io:commons-io:2.6;commons-fileupload:commons-fileupload:1.3.3;org.uberfire:uberfire-backend-server:7.47.0.Final;org.kie.soup:kie-soup-security-utils:7.47.0.Final;org.uberfire:uberfire-ssh-api:7.47.0.Final;org.apache.sshd:sshd-core:1.6.0;org.ocpsoft.prettytime:prettytime:3.0.2.Final;org.jdom:jdom:1.1.3;org.jboss.errai:errai-cdi-server:4.10.0.Final;org.jasypt:jasypt:1.9.2;xerces:xercesImpl:2.12.0.SP03;org.uberfire:uberfire-nio2-api:7.47.0.Final;org.uberfire:uberfire-project-backend:7.47.0.Final;org.apache.maven:maven-core:3.3.9;org.apache.maven:maven-plugin-api:3.3.9;org.eclipse.aether:aether-util:1.0.2.v20150114;org.apache.maven:maven-settings:3.3.9;org.apache.maven:maven-artifact:3.3.9;org.eclipse.aether:aether-api:1.1.0;org.codehaus.plexus:plexus-utils:3.0.22;org.uberfire:uberfire-nio2-jgit:7.47.0.Final;org.eclipse.jgit:org.eclipse.jgit.http.server:5.0.2.201807311906-r;org.uberfire:uberfire-preferences-backend:7.47.0.Final;org.uberfire:uberfire-m2repo-editor-api:7.47.0.Final;org.uberfire:uberfire-structure-backend:7.47.0.Final;org.uberfire:uberfire-security-management-api:7.47.0.Final;org.uberfire:uberfire-servlet-security:7.47.0.Final;org.jboss.spec.javax.security.jacc:jboss-jacc-api_1.5_spec:1.0.2.Final;org.jboss.spec.javax.servlet:jboss-servlet-api_3.1_spec:1.0.0.Final;org.uberfire:uberfire-security-management-backend:7.47.0.Final;org.kie.soup:kie-soup-maven-integration:7.47.0.Final;org.eclipse.aether:aether-spi:1.1.0;org.eclipse.aether:aether-transport-file:1.1.0;org.eclipse.aether:aether-transport-http:1.1.0;org.apache.ant:ant:1.9.15;org.apache.ant:ant-launcher:1.9.15;org.apache.httpcomponents:httpcore:4.4.6;org.uberfire:uberfire-backend-cdi:7.47.0.Final;org.apache.maven:maven-model:3.3.9;org.kie.workbench.services:kie-wb-common-services-backend:7.47.0.Final;org.drools:drools-compiler:7.47.0.Final;org.antlr:antlr-runtime:3.5.2;org.drools:drools-ecj:7.47.0.Final;org.uberfire:uberfire-m2repo-editor-backend:7.47.0.Final;com.google.inject.extensions:guice-servlet:4.0;org.kie.workbench:kie-wb-common-ala-spi:7.47.0.Final;commons-configuration:commons-configuration:1.6;commons-lang:commons-lang:2.4;commons-beanutils:commons-beanutils:1.9.4;net.bytebuddy:byte-buddy:1.10.3;org.uberfire:uberfire-commons-editor-backend:7.47.0.Final;org.kie.workbench.services:kie-wb-common-refactoring-backend:7.47.0.Final;org.apache.lucene:lucene-core:6.6.1;org.apache.lucene:lucene-analyzers-common:6.6.1;org.uberfire:uberfire-metadata-backend-lucene:7.47.0.Final;org.apache.lucene:lucene-codecs:6.6.1;org.apache.lucene:lucene-queryparser:6.6.1;org.apache.lucene:lucene-queries:6.6.1;org.apache.lucene:lucene-misc:6.6.1;org.apache.lucene:lucene-sandbox:6.6.1;org.uberfire:uberfire-metadata-backend-elasticsearch:7.47.0.Final;org.elasticsearch.client:transport:5.6.15;org.elasticsearch.plugin:transport-netty3-client:5.6.15;io.netty:netty:3.10.6.Final;org.locationtech.spatial4j:spatial4j:0.6;com.vividsolutions:jts:1.13;org.elasticsearch.plugin:transport-netty4-client:5.6.15;org.elasticsearch.plugin:reindex-client:5.6.15;org.elasticsearch.plugin:lang-mustache-client:5.6.15;com.github.spullara.mustache.java:compiler:0.9.3;org.elasticsearch.plugin:percolator-client:5.6.15;org.elasticsearch.plugin:parent-join-client:5.6.15;org.elasticsearch:elasticsearch:5.6.15;org.apache.lucene:lucene-grouping:6.6.1;org.apache.lucene:lucene-highlighter:6.6.1;org.apache.lucene:lucene-join:6.6.1;org.apache.lucene:lucene-memory:6.6.1;org.apache.lucene:lucene-spatial:6.6.1;org.apache.lucene:lucene-spatial-extras:6.6.1;org.apache.lucene:lucene-spatial3d:6.6.1;org.apache.lucene:lucene-suggest:6.6.1;org.elasticsearch:securesm:1.2;net.sf.jopt-simple:jopt-simple:5.0.2;com.carrotsearch:hppc:0.7.1;joda-time:joda-time:2.10;org.yaml:snakeyaml:1.15;com.fasterxml.jackson.dataformat:jackson-dataformat-smile:2.8.6;com.fasterxml.jackson.dataformat:jackson-dataformat-yaml:2.8.6;com.fasterxml.jackson.dataformat:jackson-dataformat-cbor:2.8.6;com.tdunning:t-digest:3.0;org.hdrhistogram:HdrHistogram:2.1.9;org.elasticsearch:jna:4.4.0-1;org.elasticsearch.client:elasticsearch-rest-client:5.6.15;org.apache.httpcomponents:httpasyncclient:4.1.2;org.apache.httpcomponents:httpcore-nio:4.4.5;com.unboundid:unboundid-ldapsdk:3.2.0;com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider:2.10.4;com.fasterxml.jackson.jaxrs:jackson-jaxrs-base:2.10.4;com.fasterxml.jackson.module:jackson-module-jaxb-annotations:2.10.4;jakarta.xml.bind:jakarta.xml.bind-api:2.3.2;jakarta.activation:jakarta.activation-api:1.2.1;org.apache.lucene:lucene-backward-codecs:6.6.1;org.apache.logging.log4j:log4j-to-slf4j:2.13.2;org.apache.logging.log4j:log4j-api:2.13.2;org.uberfire:uberfire-metadata-backend-infinispan:7.47.0.Final;org.infinispan:infinispan-query-dsl:9.4.19.Final;org.infinispan:infinispan-remote-query-client:9.4.19.Final;org.infinispan:infinispan-client-hotrod:9.4.19.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.1.1.Final;org.infinispan:infinispan-commons:9.4.19.Final;com.github.ben-manes.caffeine:caffeine:2.6.2;org.infinispan.protostream:protostream:4.2.5.Final;org.kie.workbench.screens:kie-wb-common-project-editor-api:7.47.0.Final;org.kie.workbench.screens:kie-wb-common-default-editor-api:7.47.0.Final;org.eclipse.sisu:org.eclipse.sisu.plexus:0.3.2;org.eclipse.sisu:org.eclipse.sisu.inject:0.3.2;org.apache.maven:maven-embedder:3.3.9;com.google.inject:guice:4.0;aopalliance:aopalliance:1.0;org.apache.maven:maven-model-builder:3.3.9;org.apache.maven:maven-builder-support:3.3.9;org.apache.maven:maven-settings-builder:3.3.9;org.apache.maven:maven-repository-metadata:3.3.9;org.codehaus.plexus:plexus-interpolation:1.21;org.codehaus.plexus:plexus-component-annotations:1.6;org.codehaus.plexus:plexus-classworlds:2.5.2;org.sonatype.plexus:plexus-sec-dispatcher:1.3;commons-cli:commons-cli:1.3.1;org.uberfire:uberfire-project-builder:7.47.0.Final;com.google.protobuf:protobuf-java:3.6.1;org.kie:kie-ci:7.47.0.Final;org.drools:drools-serialization-protobuf:7.47.0.Final;org.apache.maven:maven-compat:3.3.9;org.apache.maven:maven-aether-provider:3.3.9;org.apache.maven.wagon:wagon-provider-api:3.0.0;org.eclipse.aether:aether-impl:1.1.0;org.eclipse.aether:aether-connector-basic:1.1.0;org.eclipse.aether:aether-transport-wagon:1.1.0;org.apache.maven.wagon:wagon-http:3.0.0;org.apache.maven.wagon:wagon-http-shared:3.0.0;org.sonatype.plexus:plexus-cipher:1.7;org.uberfire:uberfire-project-api:7.47.0.Final;org.uberfire:uberfire-structure-api:7.47.0.Final;org.jboss.errai:errai-cdi-shared:4.10.0.Final;org.eclipse.jgit:org.eclipse.jgit:5.0.2.201807311906-r;com.jcraft:jsch:0.1.54;com.jcraft:jzlib:1.1.1;com.googlecode.javaewah:JavaEWAH:1.1.6;org.apache.httpcomponents:httpclient:4.5.2;org.uberfire:uberfire-preferences-api:7.47.0.Final;org.uberfire:uberfire-preferences-processors:7.47.0.Final;org.freemarker:freemarker:2.3.28;org.slf4j:log4j-over-slf4j:1.7.26;org.uberfire:uberfire-project-client:7.47.0.Final;org.uberfire:uberfire-security-client:7.47.0.Final;org.jboss.errai:errai-security-client:4.10.0.Final;org.jboss.errai:errai-navigation:4.10.0.Final;javax.persistence:javax.persistence-api:2.2;org.jboss.spec.javax.el:jboss-el-api_3.0_spec:1.0.12.Final;org.uberfire:uberfire-client-all:7.47.0.Final;org.uberfire:uberfire-client:7.47.0.Final;org.uberfire:uberfire-client-backend:7.47.0.Final;org.uberfire:uberfire-security-client-backend:7.47.0.Final;org.uberfire:uberfire-workbench-client-backend:7.47.0.Final;org.uberfire:uberfire-preferences-client:7.47.0.Final;org.uberfire:uberfire-preferences-ui-client:7.47.0.Final;org.uberfire:uberfire-js:7.47.0.Final;org.uberfire:appformer-js-bridge:7.47.0.Final;org.uberfire:uberfire-widgets-properties-editor-api:7.47.0.Final;org.uberfire:uberfire-services-api:7.47.0.Final;javax.inject:javax.inject:1;org.jboss.errai:errai-config:4.10.0.Final;org.slf4j:slf4j-api:1.7.26;org.uberfire:uberfire-message-console-client:7.47.0.Final;org.uberfire:uberfire-message-console-api:7.47.0.Final;org.uberfire:uberfire-workbench-client-views-patternfly:7.47.0.Final;org.jboss.errai:errai-common:4.10.0.Final;com.google.jsinterop:jsinterop-annotations:2.0.0;org.jboss.errai.reflections:reflections:4.10.0.Final;junit:junit:4.12;org.hamcrest:hamcrest-core:1.3;de.benediktmeurer.gwt-slf4j:gwt-slf4j:0.0.2;org.apache.commons:commons-lang3:3.8.1;org.jboss.errai:errai-bus:4.10.0.Final;org.jboss.errai:errai-marshalling:4.10.0.Final;org.jsoup:jsoup:1.8.3;org.mvel:mvel2:2.4.8.Final;org.javassist:javassist:3.23.2-GA;io.netty:netty-codec-http:4.1.48.Final;io.netty:netty-common:4.1.48.Final;io.netty:netty-codec:4.1.48.Final;io.netty:netty-handler:4.1.48.Final;io.netty:netty-resolver:4.1.48.Final;com.google.guava:guava:20.0;org.jgroups:jgroups:3.6.14.Final;org.jboss.errai:errai-ioc:4.10.0.Final;org.jboss.errai:errai-codegen:4.10.0.Final;org.jboss.errai:errai-codegen-gwt:4.10.0.Final;com.google.guava:guava-gwt:20.0;com.google.code.findbugs:jsr305:1.3.9;com.google.errorprone:error_prone_annotations:2.0.12;com.google.j2objc:j2objc-annotations:1.1;javax.enterprise:cdi-api:2.0.SP1;org.jboss.errai:errai-security-server:4.10.0.Final;org.apache.deltaspike.core:deltaspike-core-api:1.5.1;org.jboss.resteasy:resteasy-cdi:3.11.2.Final;org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.1_spec:2.0.1.Final;org.jboss.spec.javax.interceptor:jboss-interceptors-api_1.2_spec:2.0.0.Final;jakarta.validation:jakarta.validation-api:2.0.2;org.jboss.resteasy:resteasy-jaxrs:3.11.2.Final;org.jboss.spec.javax.xml.bind:jboss-jaxb-api_2.3_spec:1.0.1.Final;org.reactivestreams:reactive-streams:1.0.3;com.sun.activation:jakarta.activation:1.2.1;com.github.stephenc.jcip:jcip-annotations:1.0-1;org.jboss.logging:jboss-logging:3.3.2.Final;org.jboss.weld:weld-api:3.0.SP4;org.jboss.errai:errai-ui:4.10.0.Final;org.jboss.errai:errai-data-binding:4.10.0.Final;com.fasterxml.jackson.core:jackson-databind:2.10.4;com.fasterxml.jackson.core:jackson-annotations:2.10.4;com.fasterxml.jackson.core:jackson-core:2.10.4;org.lesscss:lesscss:1.7.0.1.1;org.mozilla:rhino:1.7R4;org.slf4j:jcl-over-slf4j:1.7.26;org.kie.workbench.services:kie-wb-common-datamodel-api:7.47.0.Final;org.kie.workbench.services:kie-wb-common-services-api:7.47.0.Final;org.uberfire:uberfire-io:7.47.0.Final;org.kie.workbench.widgets:kie-wb-common-ui:7.47.0.Final;org.uberfire:uberfire-backend-api:7.47.0.Final;org.uberfire:uberfire-widgets-properties-editor-client:7.47.0.Final;org.uberfire:uberfire-widgets-core-ace:7.47.0.Final;org.uberfire:uberfire-widgets-service-api:7.47.0.Final;org.jboss.errai:errai-validation:4.10.0.Final;org.kie.workbench.profile:kie-wb-common-profile-api:7.47.0.Final;org.kie.workbench.services:kie-wb-common-refactoring-api:7.47.0.Final;org.uberfire:uberfire-metadata-api:7.47.0.Final;org.kie.workbench.screens:kie-wb-common-project-explorer-api:7.47.0.Final;org.kie.workbench.screens:kie-wb-common-examples-screen-api:7.47.0.Final;org.uberfire:uberfire-widgets-commons:7.47.0.Final;org.uberfire:uberfire-widgets-table:7.47.0.Final;org.uberfire:uberfire-api:7.47.0.Final;org.uberfire:uberfire-security-api:7.47.0.Final;org.uberfire:uberfire-client-api:7.47.0.Final;org.jboss.errai:errai-javax-enterprise:4.10.0.Final;org.uberfire:uberfire-commons:7.47.0.Final;org.apache.activemq:artemis-jms-client:2.3.0;org.apache.activemq:artemis-core-client:2.3.0;org.apache.activemq:artemis-commons:2.3.0;org.apache.geronimo.specs:geronimo-json_1.0_spec:1.0-alpha-1;org.apache.johnzon:johnzon-core:0.9.5;org.apache.activemq:artemis-selector:2.3.0;org.jboss.spec.javax.jms:jboss-jms-api_2.0_spec:1.0.2.Final;io.netty:netty-buffer:4.1.51.Final;io.netty:netty-transport:4.1.51.Final;io.netty:netty-transport-native-epoll:4.1.51.Final;io.netty:netty-transport-native-unix-common:4.1.51.Final;io.netty:netty-transport-native-kqueue:4.1.51.Final;org.kie.soup:kie-soup-commons:7.47.0.Final;org.uberfire:uberfire-workbench-client:7.47.0.Final;org.uberfire:uberfire-experimental-api:7.47.0.Final;com.allen-sauer.gwt.dnd:gwt-dnd:3.3.3;org.uberfire:uberfire-nio2-model:7.47.0.Final;org.kie.soup:kie-soup-xstream:7.47.0.Final;commons-codec:commons-codec:1.11;org.uberfire:uberfire-commons-editor-api:7.47.0.Final;org.drools:drools-wb-guided-dtable-editor-api:7.47.0.Final;org.drools:drools-wb-guided-template-editor-client:7.47.0.Final;org.drools:drools-workbench-models-guided-template:7.47.0.Final;org.drools:drools-templates:7.47.0.Final;org.drools:drools-wb-guided-template-editor-api:7.47.0.Final;com.google.gwt.gwtmockito:gwtmockito:1.1.9;com.google.gwt:gwt-dev:2.8.0;com.google.code.gson:gson:2.6.2;org.ow2.asm:asm:5.0.3;org.ow2.asm:asm-util:5.0.3;org.ow2.asm:asm-tree:5.0.3;org.ow2.asm:asm-commons:5.0.3;colt:colt:1.2.0;commons-collections:commons-collections:3.2.2;com.ibm.icu:icu4j:50.1.1;tapestry:tapestry:4.0.2;net.sourceforge.htmlunit:htmlunit:2.19;xalan:xalan:2.7.2;xalan:serializer:2.7.2;xml-apis:xml-apis:1.3.04;org.apache.httpcomponents:httpmime:4.5.1;net.sourceforge.htmlunit:htmlunit-core-js:2.17;net.sourceforge.nekohtml:nekohtml:1.9.22;net.sourceforge.cssparser:cssparser:0.9.18;commons-logging:commons-logging:1.2;org.eclipse.jetty.websocket:websocket-client:9.2.13.v20150730;org.eclipse.jetty.websocket:websocket-common:9.2.13.v20150730;org.eclipse.jetty.websocket:websocket-api:9.2.13.v20150730;org.eclipse.jetty:jetty-webapp:9.2.14.v20151106;org.eclipse.jetty:jetty-xml:9.2.14.v20151106;org.eclipse.jetty:jetty-servlet:9.2.14.v20151106;org.eclipse.jetty:jetty-security:9.2.14.v20151106;org.eclipse.jetty:jetty-servlets:9.2.14.v20151106;org.eclipse.jetty:jetty-continuation:9.2.14.v20151106;org.eclipse.jetty:jetty-http:9.2.14.v20151106;org.eclipse.jetty:jetty-util:9.2.14.v20151106;org.eclipse.jetty:jetty-io:9.2.14.v20151106;org.eclipse.jetty:jetty-annotations:9.2.14.v20151106;org.eclipse.jetty:jetty-plus:9.2.14.v20151106;org.eclipse.jetty:jetty-jndi:9.2.14.v20151106;javax.annotation:javax.annotation-api:1.2;org.eclipse.jetty:apache-jsp:9.2.14.v20151106;org.eclipse.jetty:jetty-server:9.2.14.v20151106;org.eclipse.jetty.toolchain:jetty-schemas:3.1.M0;org.mortbay.jasper:apache-jsp:8.0.9.M3;org.mortbay.jasper:apache-el:8.0.9.M3;com.google.gwt:gwt-user:2.8.0;com.google.jsinterop:jsinterop-annotations:1.0.1;javax.validation:validation-api:1.0.0.GA;javax.validation:validation-api:1.0.0.GA;javax.servlet:javax.servlet-api:3.1.0;org.w3c.css:sac:1.3;org.mockito:mockito-core:1.10.19;org.objenesis:objenesis:2.1;org.drools:drools-verifier-api:7.47.0.Final;org.kie.workbench.services:kie-wb-common-verifier-api:7.47.0.Final;org.drools:drools-verifier-core:7.47.0.Final;org.kie.workbench.services:kie-wb-common-verifier-reporting-client:7.47.0.Final;org.jboss.errai:errai-html5:4.10.0.Final;org.drools:drools-wb-verifier-guided-decision-table-adapter:7.47.0.Final;org.jboss.errai:errai-jaxrs-client:4.10.0.Final;org.kie.workbench.widgets:kie-wb-metadata-widget:7.47.0.Final;org.kie.workbench.widgets:kie-wb-config-resource-widget:7.47.0.Final;org.kie.workbench.widgets:kie-wb-decorated-grid-widget:7.47.0.Final;org.uberfire:uberfire-wires-core-grids:7.47.0.Final;org.kie:lienzo-core:7.47.0.Final;com.ahome-it:ahome-tooling-nativetools:1.0.195-RELEASE;com.ahome-it:ahome-tooling-common:1.0.190-RELEASE;org.uberfire:uberfire-widgets-core-client:7.47.0.Final;org.uberfire:uberfire-workbench-processors:7.47.0.Final;org.jboss.errai:errai-cdi-client:4.10.0.Final;org.jboss.errai:errai-ioc-bus-support:4.10.0.Final;org.uberfire:uberfire-commons-editor-client:7.47.0.Final;com.google.elemental2:elemental2-core:1.0.0-RC1;com.google.elemental2:elemental2-promise:1.0.0-RC1;com.google.jsinterop:base:1.0.0-RC1;org.kie.soup:kie-soup-project-datamodel-commons:7.47.0.Final;com.google.elemental2:elemental2-dom:1.0.0-RC1
1,net.n2oapp.platform:n2o-platform-starter-jwt:4.2.5,net.n2oapp.platform:n2o-platform-starter-jwt:4.2.5;net.n2oapp.platform:n2o-platform-security-autoconfigure:4.2.5;org.springframework.boot:spring-boot-starter-web:2.3.4.RELEASE;org.springframework.boot:spring-boot-starter:2.3.4.RELEASE;org.springframework.boot:spring-boot-starter-logging:2.3.4.RELEASE;org.apache.logging.log4j:log4j-to-slf4j:2.13.3;org.apache.logging.log4j:log4j-api:2.13.3;org.slf4j:jul-to-slf4j:1.7.30;jakarta.annotation:jakarta.annotation-api:1.3.5;org.springframework:spring-core:5.2.9.RELEASE;org.springframework:spring-jcl:5.2.9.RELEASE;org.yaml:snakeyaml:1.26;org.springframework.boot:spring-boot-starter-json:2.3.4.RELEASE;com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.11.2;com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.11.2;com.fasterxml.jackson.module:jackson-module-parameter-names:2.11.2;org.springframework.boot:spring-boot-starter-tomcat:2.3.4.RELEASE;org.apache.tomcat.embed:tomcat-embed-core:9.0.38;org.glassfish:jakarta.el:3.0.3;org.apache.tomcat.embed:tomcat-embed-websocket:9.0.38;org.springframework:spring-web:5.2.9.RELEASE;org.springframework:spring-beans:5.2.9.RELEASE;org.springframework:spring-webmvc:5.2.9.RELEASE;org.springframework:spring-aop:5.2.9.RELEASE;org.springframework:spring-context:5.2.9.RELEASE;org.springframework:spring-expression:5.2.9.RELEASE;org.springframework.security.oauth.boot:spring-security-oauth2-autoconfigure:2.1.2.RELEASE;com.fasterxml.jackson.core:jackson-annotations:2.9.0;com.fasterxml.jackson.core:jackson-databind:2.9.8;com.fasterxml.jackson.core:jackson-core:2.9.8;com.sun.xml.bind:jaxb-core:2.3.0.1;com.sun.xml.bind:jaxb-impl:2.3.0.1;javax.xml.bind:jaxb-api:2.4.0-b180830.0359;javax.activation:javax.activation-api:1.2.0;org.springframework.boot:spring-boot:2.1.2.RELEASE;org.springframework.boot:spring-boot-autoconfigure:2.1.2.RELEASE;org.springframework.security.oauth:spring-security-oauth2:2.3.4.RELEASE;org.springframework.security:spring-security-core:3.2.10.RELEASE;aopalliance:aopalliance:1.0;org.springframework.security:spring-security-config:3.2.10.RELEASE;org.springframework.security:spring-security-web:3.2.10.RELEASE;commons-codec:commons-codec:1.9;org.codehaus.jackson:jackson-mapper-asl:1.9.13;org.codehaus.jackson:jackson-core-asl:1.9.13;org.springframework.security:spring-security-jwt:1.0.9.RELEASE;org.bouncycastle:bcpkix-jdk15on:1.56;org.bouncycastle:bcprov-jdk15on:1.56;org.slf4j:slf4j-api:1.7.30;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.30
2,com.github.yongyongwang:paas-swagger-starter:0.0.1,com.github.yongyongwang:paas-swagger-starter:0.0.1;com.github.yongyongwang:paas-swagger-annotations:0.0.1;com.github.yongyongwang:paas-spring-boot-starter:0.1.2;com.alibaba:fastjson:1.2.75;org.springframework.boot:spring-boot-starter:2.2.11.RELEASE;org.springframework.boot:spring-boot:2.2.11.RELEASE;org.springframework.boot:spring-boot-autoconfigure:2.2.11.RELEASE;org.springframework.boot:spring-boot-starter-logging:2.2.11.RELEASE;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.apache.logging.log4j:log4j-to-slf4j:2.12.1;org.apache.logging.log4j:log4j-api:2.12.1;org.slf4j:jul-to-slf4j:1.7.30;jakarta.annotation:jakarta.annotation-api:1.3.5;org.springframework:spring-core:5.2.10.RELEASE;org.springframework:spring-jcl:5.2.10.RELEASE;org.yaml:snakeyaml:1.25;org.springframework.boot:spring-boot-starter-web:2.2.11.RELEASE;org.springframework.boot:spring-boot-starter-json:2.2.11.RELEASE;com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.10.5;com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.10.5;com.fasterxml.jackson.module:jackson-module-parameter-names:2.10.5;org.springframework.boot:spring-boot-starter-tomcat:2.2.11.RELEASE;org.apache.tomcat.embed:tomcat-embed-core:9.0.39;org.apache.tomcat.embed:tomcat-embed-el:9.0.39;org.apache.tomcat.embed:tomcat-embed-websocket:9.0.39;org.springframework.boot:spring-boot-starter-validation:2.2.11.RELEASE;jakarta.validation:jakarta.validation-api:2.0.2;org.hibernate.validator:hibernate-validator:6.0.21.Final;org.jboss.logging:jboss-logging:3.3.2.Final;org.springframework:spring-web:5.2.10.RELEASE;org.springframework:spring-webmvc:5.2.10.RELEASE;org.springframework:spring-expression:5.2.10.RELEASE;org.springframework.boot:spring-boot-starter-aop:2.2.11.RELEASE;org.springframework:spring-aop:5.2.10.RELEASE;org.aspectj:aspectjweaver:1.9.6;com.github.ben-manes.caffeine:caffeine:2.8.8;org.checkerframework:checker-qual:3.8.0;com.google.errorprone:error_prone_annotations:2.4.0;com.github.xiaoymin:swagger-bootstrap-ui:1.9.6;org.javassist:javassist:3.25.0-GA;io.springfox:springfox-swagger2:2.9.2;io.swagger:swagger-annotations:1.5.20;io.swagger:swagger-models:1.5.20;io.springfox:springfox-spi:2.9.2;io.springfox:springfox-core:2.9.2;net.bytebuddy:byte-buddy:1.8.12;io.springfox:springfox-schema:2.9.2;io.springfox:springfox-swagger-common:2.9.2;io.springfox:springfox-spring-web:2.9.2;com.google.guava:guava:20.0;com.fasterxml:classmate:1.4.0;org.slf4j:slf4j-api:1.7.25;org.springframework.plugin:spring-plugin-core:1.2.0.RELEASE;org.springframework:spring-beans:4.0.9.RELEASE;org.springframework:spring-context:4.0.9.RELEASE;org.springframework.plugin:spring-plugin-metadata:1.2.0.RELEASE;org.mapstruct:mapstruct:1.2.0.Final;com.fasterxml.jackson.core:jackson-databind:2.12.1;com.fasterxml.jackson.core:jackson-annotations:2.12.1;com.fasterxml.jackson.core:jackson-core:2.12.1
